Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Classified Hotels( 1-5 Star),THE SURF,THE SURF BENTOTA.,86,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996111,6.420273
Classified Hotels( 1-5 Star),VIVANTA BY TAJ-BENTOTA,"NATIONAL HOLIDAY RESORT, BENTOTA",162,D,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996423,6.417162
Classified Hotels( 1-5 Star),GOLDI SANDS HOTEL,"GOLDI SANDS HOTELS (PRIVATE) LIMITED, ETHUKALA, NEGOMBO",70,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.841745,7.245416
Classified Hotels( 1-5 Star),HOTEL SAPPHIRE,"NO.371,GALLE ROAD,COLOMBO 06.",40,B,Colombo,Colombo,Colombo Divisional Secretariat,79.862144,6.870956
Classified Hotels( 1-5 Star),CENTARA CEYSANDS RESORT & SPA,"NATIONAL HOLIDAY RESORT,BENTOTA.",84,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.994388,6.430908
Classified Hotels( 1-5 Star),CAROLINA BEACH HOTEL,"AMBANKANDAWILA, CHILAW",45,B,Puttalam,Chilaw Pradeshiya Sabha,Chilaw Divisional Secretariat,79.787779,7.562663
Classified Hotels( 1-5 Star),DEVON HOTEL,"NO.51, AMPITIYA ROAD, KANDY.",25,B,Kandy,Kandy,Kandy Divisional Secretariat,80.649976,7.284506
Classified Hotels( 1-5 Star),GALLE FACE HOTEL,"NO.02, GALLE ROAD, COLOMBO 03",145,C,Colombo,Colombo,Colombo Divisional Secretariat,79.84648,6.920125
Classified Hotels( 1-5 Star),RENUKA HOTEL,"NO.328, GALLE ROAD, COLOMBO 03",81,C,Colombo,Colombo,Colombo Divisional Secretariat,79.850428,6.908535
Classified Hotels( 1-5 Star),PALM GARDEN VILLAGE HOTEL,"POST 42,PUTTALAM ROAD, PANDULAGAMA, ANURADHAPURA.",50,C,Anuradhapura,Madyama Nuwaragam Palatha Pradeshiya Sabawa,Anuradhapura East,80.345324,8.314734
Classified Hotels( 1-5 Star),SIGIRIYA VILLAGE HOTEL,"P.O.BOX 01, SIGIRIYA",120,C,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.761097,7.949584
Classified Hotels( 1-5 Star),THE PALMS,"N-91, 6TH LANE, MORAGALLA, BERUWALA",100,C,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.981157,6.449641
Classified Hotels( 1-5 Star),MERMAID HOTEL & CLUB,"MAHAWASKADUWA, KALUTARA",72,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9449,6.61728
Classified Hotels( 1-5 Star),HOTEL TOPAZ,"ANNIWATTE, KANDY",75,B,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.625213,7.29056
Classified Hotels( 1-5 Star),CAMELOT BEACH HOTEL,"NO.345,LEWIS PLACE,NEGOMBO.",81,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.841047,7.233243
Classified Hotels( 1-5 Star),THE VILLAGE,NATIONAL HOLIDAY RESORT POLONNNARUWA.,36,A,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.993096,7.924764
Classified Hotels( 1-5 Star),CENTAURIA LAKE,"NEW TOWN,EMBILIPITIYA.",52,A,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.856132,6.320182
Classified Hotels( 1-5 Star),KASSAPA LIONS ROCK,"DIGAMPATHAHA,KIMBISSA.",31,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.727282,7.979678
Classified Hotels( 1-5 Star),HERITANCE NEGOMBO,"NO.175,LEWIS PLACE,NEGOMBO.",140,D,Gampaha,Negombo,Negombo Divisional Secretariat,79.838021,7.208799
Classified Hotels( 1-5 Star),HIBISCUS BEACH HOTEL,"MAHAWASKADUWA,KALUTARA NORTH,KALUTHARA",51,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.946725,6.615207
Classified Hotels( 1-5 Star),HOTEL BENTOTA VILLAGE,"ALWIS ROAD,WARAHENA,BENTOTA",14,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.004672,6.406818
Classified Hotels( 1-5 Star),COLOMBO CITY HOTEL,"LEVEL 3,NO.33,CANAL ROW,COLOMBO 01.",48,A,Colombo,Colombo,Colombo Divisional Secretariat,79.844229,6.933327
Classified Hotels( 1-5 Star),HOTEL KABALANA,"KATHALUWA,AHANGAMA",22,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.347884,5.977906
Classified Hotels( 1-5 Star),RAMADIA RANMAL HOLIDAY RESORT,"346/5,GALLE ROAD,GORAKANA,MORATUWA",25,A,Kalutara,Moratuwa,Moratuwa Divisional Secretariat,79.8977545,6.7636079
Classified Hotels( 1-5 Star),HOTEL DULYANA,"488/18,MAITHREEPALA SENANAYAKE MW,ANURADHAPURA",30,B,Anuradhapura,Anuradhapura,N.P.East,80.405856,8.325802
Classified Hotels( 1-5 Star),INDRA REGENT HOTEL,"NO.383,R.A.D.MEL MAWATHA,COLOMBO 03",26,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854138,6.90434
Classified Hotels( 1-5 Star),HOTEL CHAMILA,"NO.85,TISSA ROAD,DETAGAMWA KATARAGAMA.",50,A,Moneragala,Thissamaharama,Katharagama Divisional Secretariat,81.33300018,6.416999817
Classified Hotels( 1-5 Star),HOTEL SUSANTHAS,"NATIONAL HOLIDAY RESORT RD,PITARAMBA,BENTOTA",18,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996968,6.421783
Classified Hotels( 1-5 Star),BERJAYA MOUNT ROYAL BEACH HOTEL,"NO:36,COLLAGE AVENUE,MOUNT LAVINIA",90,A,Colombo,Moratuwa,Mount Lavinia,79.864017,6.838659
Classified Hotels( 1-5 Star),NILWALA HOTEL,"NILWALA HOTEL, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",10,A,Kalutara,Aluthgama,Aluthgama,79.993697,6.439855
Classified Hotels( 1-5 Star),PIGEON ISLAND BEACH HOTEL,"11TH MILE POST, NILAVELI, TRINCOMALEE.",38,B,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.1836029,8.712216
Classified Hotels( 1-5 Star),GLENDOWER HOTEL,"NO:05,GRAND HOTEL ROAD,NUWARA ELIYA",20,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7663938,6.9675209
Classified Hotels( 1-5 Star),RANDIYA HOTEL,"389,KORALAWELLA,MORATUWA",10,A,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.8934418,6.7504834
Classified Hotels( 1-5 Star),TEMPLE TREE RESORT AND SPA,"NO:660,GALLE ROAD,INDURUWA",10,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.0088026,6.385751
Classified Hotels( 1-5 Star),FULL MOON GARDEN HOTEL,"NO.754, COLOMBO ROAD, KATUNAYAKE.",30,A,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.874539,7.154204
Classified Hotels( 1-5 Star),BARBERYN REEF AYURVEDA RESORT,"MORAGALLA,BERUWALA",75,A,Kalutara,Bentota Pradeshiya Sabha,Beruwala Divisional Secretariat,79.979952,6.4500038
Classified Hotels( 1-5 Star),GIMANHALA HOTEL,754 ANURADHAPURA ROAD DAMBULLA,17,B,Matale,Matale,Dambulla Divisional Secretariat,80.650599,7.879954
Classified Hotels( 1-5 Star),FIELDVIEW HOLYDAY RESORT,"ANNASIWATTE ROAD,OFF MDH,JAWARDANA MW,ATHURUGIRIYA.",10,A,Colombo,Colombo,Kesbewa Divisional Secretariat,79.986678,6.894121
Classified Hotels( 1-5 Star),LAKE SERENITY,"GONAPITIYA, KURUWITA",14,B,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.352292,6.762787
Classified Hotels( 1-5 Star),KOGGALA BEACH HOTEL,"KOGGALA,HABARADUWA.",189,A,Galle,Galle,Habaraduwa Divisional Secretariat,80.3218329,5.9892056
Classified Hotels( 1-5 Star),HOTEL SUNHILL,"NO.18 UNIQUE VIEW ROAD,NUWARAELIYA",15,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765424,6.963358
Classified Hotels( 1-5 Star),HOTEL HILL TOP,"200/21,BAHIRAVAKANDA,PERADENIYA ROAD,KANDY",81,B,Kandy,Kandy,Kundasale Divisional Secretariat,80.628789,7.289342
Classified Hotels( 1-5 Star),AVANI BENTOTA RESORT & SPA,"NATIONAL HOLIDAY RESORT,BENTOTA",90,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996304,6.423673
Classified Hotels( 1-5 Star),AUSTRIAN BEACH RESORT,"2/A 2, BANDARAWATTA,KEMAGODA,DICKWELLA",10,A,Matara,Matara,Dickwella Divisional Secretariat,80.722005,5.978461
Classified Hotels( 1-5 Star),ROYAL LOTUS HOTEL,"GIRITHALE, POLONNARUWA.",56,B,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.921978,7.991502
Classified Hotels( 1-5 Star),RIVERDALE HOTEL,"32, ANIWATTA ROAD, KANDY.",29,B,Kandy,Kandy,Kandy Divisional Secretariat,80.621583,7.289724
Classified Hotels( 1-5 Star),PARADISE HOLIDAY VILLAGE,"NO. 154/9, PORUTHOTA ROAD, PALANGATHURE, KOCHCHIKADE, NEGOMBO",33,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.8422101,7.2467725
Classified Hotels( 1-5 Star),KITHALA RESORT,"KATARAGAMA ROAD, THISSAMAHARAMA.",40,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.297427,6.292455
Classified Hotels( 1-5 Star),LALITHA HOTEL,"NO.200A,GALLE ROAD, PAMBURANA, MATARA.",27,B,Matara,Matara,Matara Divisional Secretariat,80.5251754,5.9442652
Classified Hotels( 1-5 Star),RATHNALOKA TOUR INN,"KOSGALA, KAHAGAMA, RATNAPURA",53,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.356453,6.713322
Classified Hotels( 1-5 Star),HOTEL CASAMARA,"NO.12, KATUGODELLA VIDIYA, KANDY.",33,B,Kandy,Kandy,Kandy Divisional Secretariat,80.63721,7.293367
Classified Hotels( 1-5 Star),HOTEL YAPAHUWA PARADISE,"KINGDOM ROAD,YAPAHUWA,MAHO",20,B,Kurunegala,Mahawa Pradeshiya Sabha,Mahawa Divisional Secretariat,80.305903,7.82901
Classified Hotels( 1-5 Star),RANDHOLEE RESORTS,"HEERASSAGALA, BOWALAWATTE, KANDY",25,A,Kandy,Kandy,Kandy Divisional Secretariat,80.616914,7.2631411
Classified Hotels( 1-5 Star),SERENE GARDEN HOTEL,"NO. 189, RAJAPIHILLA MAWATHA, KANDY",35,A,Kandy,Kandy,Kandy Divisional Secretariat,80.6441223,7.2848598
Classified Hotels( 1-5 Star),WILA SAFARI HOTEL,"PANNEGAMUWA,WEERAWILA",10,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.236615,6.293125
Classified Hotels( 1-5 Star),WINDSOR HOTEL,"NO.02, KANDY ROAD, NUWARA ELIYA.",50,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.770061,6.970741
Classified Hotels( 1-5 Star),HOTEL ATHGIRI,"NO. 344-350, KANDY ROAD, KURUNEGALA",23,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.372245,7.479005
Classified Hotels( 1-5 Star),MIRIDIYA HOTEL,"WASALA DATHTHA MAWATHA, ANURADHAPURA",40,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.4185724,8.3314154
Classified Hotels( 1-5 Star),LADY HILL,"NO. 29,UPPER DICKSON ROAD, GALLE",15,A,Galle,Galle,Galle Divisional Secretariat,80.218668,6.038658
Classified Hotels( 1-5 Star),GIRITALE HOTEL,"NATIONAL HOLIDAY RESORT, GIRITALE",40,A,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.927946,7.997114
Classified Hotels( 1-5 Star),SANMIRA RENAISSANCE,"MATARA ROAD, UNAWATUNA",20,C,Galle,Habaraduwa,Galle Divisional Secretariat,80.255045,6.006051
Classified Hotels( 1-5 Star),OMEGA REGENCY,"NO. 324, GALLE ROAD, COLOMBO 06",15,A,Colombo,Colombo,Colombo Divisional Secretariat,79.862086,6.869123
Classified Hotels( 1-5 Star),CHAAYA WILD YALA,"P.O. BOX. 01, KIRINDA, TISSAMAHARAMA",61,D,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.405281,6.259168
Classified Hotels( 1-5 Star),CHAAYA TRANZ HOTEL,"P.O. BOX. 01, GALLE ROAD, HIKKADUWA.",150,D,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100753,6.131353
Classified Hotels( 1-5 Star),HOTEL NELLY,"NO. 84, 02ND CROSS STREET, VAUNIYA",20,A,Vavuniya,Vavuniya,Vavuniya,80.499954,8.751378
Classified Hotels( 1-5 Star),THE KINGSBURY,"NO 48, JANADHIPATHI MAWATHA, COLOMBO 01",229,D,Colombo,Colombo,Colombo Divisional Secretariat,79.84247,6.933232
Classified Hotels( 1-5 Star),THE GRAND KANDYAN,"89/10,LADY GORDONS DRIVE, KANDY",100,D,Kandy,Kandy,Kandy Divisional Secretariat,80.634571,7.3024019
Classified Hotels( 1-5 Star),CINNAMON RED COLOMBO,"NO:59, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03.",243,C,Colombo,Colombo,Colombo Divisional Secretariat,79.8530983,6.912114
Classified Hotels( 1-5 Star),SHANGRI-LA S HAMBANTOTA RESORT & SPA,"SITTRAKALA WATTA, CHITHRAGALA, AMBALANTOTA",300,D,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,81.0638697,6.1120643
Classified Hotels( 1-5 Star),MIRAGE HOTEL,"NO: 61, MOORS ROAD, MARINE DRIVE, WELLAWATTE, COLOMBO 06",60,B,Colombo,Colombo,Colombo Divisional Secretariat,79.8565303,6.8705488
Classified Hotels( 1-5 Star),THE OCEAN COLOMBO,"NO-40, MELBOURNE AVENUE, COLOMBO 04.",49,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.8530075,6.8853104
Classified Hotels( 1-5 Star),EARLS REGENT HOTEL,"NO. 1/40, DEVENIRAJASINGHE ROAD, PERADENIYA,KANDY",60,C,Kandy,Kandy,Kandy Divisional Secretariat,80.610734,7.283476
Classified Hotels( 1-5 Star),FAIRVIEW HOTEL,"NO:27, RAMKRISHNA ROAD, WELLAWATTE, COLOMBO 06",50,B,Colombo,Colombo,Colombo Divisional Secretariat,79.861298,6.865486
Classified Hotels( 1-5 Star),RIU HOTEL,"GALLE ROAD, AHUNGALLE",501,D,Galle,Galle,Galle Divisional Secretariat,80.0310513,6.30957
Classified Hotels( 1-5 Star),ANANTAYA RESORT & SPA,"COCOUNT BOARD ROAD,PASSEKUDAH,KALKUDAH",51,D,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.5499112,7.9315158
Classified Hotels( 1-5 Star),ANANTARA PEACE HEAVEN RESORT,"GOYAMBOKKA ESTATE,TANGALLE",152,D,Hambantota,Hambantota,Hambantota Divisional Secretariat,80.783869,6.012477
Classified Hotels( 1-5 Star),TANGERINE BEACH HOTEL,"DR ABREW ROAD,WASKADUWA,KALUTHARA",179,C,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9472113,6.608101
Classified Hotels( 1-5 Star),BEST WESTERN ELYON COLOMBO,"102A, KIRULAPONE AVENUE, BASELINE ROAD, COLOMBO 05.",52,B,Colombo,Colombo,Colombo Divisional Secretariat,79.8740663,6.883736
Classified Hotels( 1-5 Star),CINNAMON BEY,"MORAGOLLA BEACH,BERUWALA",200,D,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9768792,6.4522247
Classified Hotels( 1-5 Star),PEARL GRAND HOTEL,"#09,EDWARD LANE,COLOMBO 03.",90,A,Colombo,Colombo,Colombo Divisional Secretariat,79.8531936,6.8961858
Classified Hotels( 1-5 Star),OCEAN EDGE SUITES,"24,10TH LANE,MARINE DRIVE,COLOMBO3",78,C,Colombo,Colombo,Colombo Divisional Secretariat,79.8499153,6.898455
Classified Hotels( 1-5 Star),COCO ROYAL BEACH,"WASKADUWA, KALUTHARA NORTH",70,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9449985,6.6137006
Classified Hotels( 1-5 Star),PARADISE BEACH HOTEL,"NO:289, LEWIS PLACE,NEGOMBO",61,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.8386973,7.231262
Classified Hotels( 1-5 Star),COLOMBO COURTYARD,"435,R.A DE MEL MAWATHA,COLOMBO 03",32,C,Colombo,Colombo,Colombo Divisional Secretariat,79.8542653,6.897765
Classified Hotels( 1-5 Star),HOTEL JANAKI,"43, FIFE ROAD, THIMBIRIGASYAYA,COLOMBO 05",43,A,Colombo,Colombo,Colombo Divisional Secretariat,79.8676014,6.8907555
Classified Hotels( 1-5 Star),VILLA OCEAN VIEW,"200/1, MOLLIGODAWATTA,WADDUWA",143,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9286243,6.6552759
Classified Hotels( 1-5 Star),SHANGRI- LA HOTEL COLOMBO,"NO-01, CENTRE ROAD, GALLE FACE, COLOMBO 02",541,C,Colombo,Colombo,Colombo Divisional Secretariat,79.844619,6.928216
Classified Hotels( 1-5 Star),PANDANUS BEACH RESORT & SPA,"GALLE ROAD,YALEGAMA,INDURUWA 80510",76,C,Galle,Galle,Galle Divisional Secretariat,80.0076288,6.3797342
Classified Hotels( 1-5 Star),JETWING LAKE,"WIJEKUMARATHUNGA MAWATHA,YAPAGAMA,DAMBULLA.",94,D,Matale,Matale,Matale Divisional Secretariat,80.6465143,7.839867
Classified Hotels( 1-5 Star),THE LAKESIDE AT NUWARAWEWA,"NEW TOWN,ANURADHAPURA",70,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.4129173,8.337355
Classified Hotels( 1-5 Star),THE SANCTUARY AT TISSAWEWA,"OLD TOWN,ANURADHAPURA",22,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.3879227,8.3423584
Classified Hotels( 1-5 Star),OZO KANDY,"NO31,SARANANKARA ROAD,KANDY",122,C,Kandy,Kandy,Kandy Divisional Secretariat,80.6405117,7.2883697
Classified Hotels( 1-5 Star),THE GOLDEN CROWN HOTEL,"322,UDAGAMA,AMPITIYA",63,C,Kandy,Gagawata Koralya,Gagawata,80.655418,7.277162
Classified Hotels( 1-5 Star),GRAND UDAWALAWE SAFARI RESORT,"NO 912, THANAMALVILA ROAD,UDAWALAWA",57,D,Ratnapura,Udawalawa,Embilipitiya Divisional Secretariat,80.8040993,6.419811
Classified Hotels( 1-5 Star),LAVANGA RESORT AND SPA,"GALLE ROAD,PATHUWATHA,HIKKADUWA",20,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1175713,6.115437
Guest Houses,ALMAMALI HOTEL,"HEDAKETIYA,ANGUNUKOLAPELESSA",12,B,Hambantota,Batticaloa,Angunakolapelessa Divisional Secretariat,80.8983713,6.164142
Guest Houses,BUWANEKA HOTEL AND RESTAURANT,"NO 01,DAMBULLA ROAD,KURUNEGALA",7,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.3626379,7.4893989
Guest Houses,HOTEL LAGOON PARADISE,"NO. 12/7,RAJAWATTE,PAMUNUGAMA",8,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.838623,7.135494
Guest Houses,AMBASEVANA WALAUWA,"ARANAYAKE ROAD,USSAPITIYA,KEGALLE.",7,A,Kegalle,Kegalle,Aranayaka Divisional Secretariat,80.442372,7.248193
Guest Houses,SHANGRELA BEACH RESORT,"38, SEA BEACH ROAD, AMBALANGODA",19,B,Galle,Ambalangoda,Galle Divisional Secretariat,80.051208,6.237265
Guest Houses,GRAND CROWN HOTEL,"891,MILAGAS JUNCTION,ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.4063884,8.3208563
Guest Houses,JAYALATH INN,"NO.269,WELIGAMPITIYA, JAELA",6,C,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.894116,7.068365
Guest Houses,NUGASEWANA EDEN GUEST HOUSE AND RESTAURANT,"""NUGASEWANA"",PALLIKKUDAWA,TANGALLE.",6,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.788431,6.017925
Guest Houses,VIVEKA GUEST HOUSE,"64,NORTH LAKE ROAD,KURUNAGALA.",5,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.364746,7.496378
Guest Houses,JULIANA HOTEL,"NO.316,GALLE ROAD,COLOMBO 3",51,A,Colombo,Colombo,Colombo Divisional Secretariat,79.850259,6.90929
Guest Houses,THE BLUE MAGPIE,"KUDAWA WEDDAGALA, KALAWANA",12,A,Ratnapura,Ratnapura,Kalawana Divisional Secretariat,80.417373,6.443468
Guest Houses,RAMBODA FALLS HOTEL,"76, ROCK FALL ESTATE, NUWARA ELIYA ROAD, RAMBODA",24,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.698155,7.055811
Guest Houses,LAKE LODGE GUEST HOUSE,"NO.20, ALWIS TERRACE, COLOMBO 03.",13,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854373,6.914976
Guest Houses,ASNARA VILLAGE,"MORAGASWEWA,HABARANA.",12,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.779024,8.031269
Guest Houses,POLWATHTHA ECO-LODGES,"69/1, WEPATHANA, GOMAGODA.",5,B,Kandy,Kandy,Kundasale Divisional Secretariat,80.73704,7.326892
Guest Houses,HOTEL SANDA DIYA,"POLONNARUWA ROAD,PELWEHERA,DAMBULLA.",6,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.677257,7.910221
Guest Houses,NEW PANORAMA,"NO 302/1, MARADANA ROAD, MORAGALLA, BERUWALA",9,B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.97774,6.457364
Guest Houses,MARINA BENTOTA,"PARADISE ISLAND, NATIONAL HOLIDAY RESORT, BENTOTA.",13,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.994808,6.428809
Guest Houses,PEARL CLIFF HOTEL,"NO.25C, BROWNS HILL, MATARA",10,A,Matara,Matara,Matara Divisional Secretariat,80.565161,5.942197
Guest Houses,CANTALOUPE VILLAS,"MATARA ROAD, PALATUGAHA JUNCTION, HABARADUWA",16,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.294133,5.994196
Guest Houses,ROYAL GARDEN GUEST HOUSE,"200,HOROWAPOTHANA ROAD,VAVUNIYA",5,B,Vavuniya,Vavuniya,Vavuniya,80.501698,8.754049
Guest Houses,DAMPE VILLAGE,"222,DAMPE,MADAPATHA.",11,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.915921,6.771875
Guest Houses,JASMINE INN,"MATARA ROAD, TALPE",12,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.266027,5.999494
Guest Houses,AQUA PEARL LAKE RESORT,"201, GALKANUWA ROAD, GORAKANA MORATUWA",20,A,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.909622,6.763687
Guest Houses,SEA PORT GUEST HOUSE,"NO.70, ETHUKALA, NEGOMBO",10,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.841867,7.240334
Guest Houses,BRIGHTEN REST,"214/2, MESSENGER STREET , COLOMBO 12",24,A,Colombo,Colombo,Colombo Divisional Secretariat,79.863959,6.94154
Guest Houses,COTTAGE TOURIST REST,"388/38, HARISCHANDRA MAWATHA, ANURADHAPURA",6,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.416088,8.332007
Guest Houses,GIHANS FAMILY RESTAURANT AND GUEST,"NO 90, S. D. S JAYASINGHE MAWATHA, KOHUWALA",5,B,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,79.908237,6.857903
Guest Houses,LINROSE HOTEL,"175/1, KANDY ROAD, ALUTHGAMA, BOGAMUWA, YAKKALA",9,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.048479,7.109119
Guest Houses,DHARSHANA RESTAURANT,"MATARA ROAD, MAKANDURA",5,B,Matara,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat,80.556558,6.138621
Guest Houses,MONREPO GUEST HOUSE AND RESTAURANT,"NO 107, GALA JUNCTION KANDY ROAD KIRIBATHGODA",17,B,Gampaha,Mahara Pradeshiya Sabha,Gampaha Divisional Secretariat,79.932947,6.984369
Guest Houses,THE OTHER CORNER,"LAKSIRIGAMA, PALIGASWEWA, HABARANA",9,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.742822,8.038626
Guest Houses,NEW KOTHMALE HOLIDAY RESORT,"RIVER SIDE,MAWATURA,GAMPOLA.",5,A,Kandy,Gampola,Kandy Divisional Secretariat,80.594895,7.063906
Guest Houses,WAGON WHEEL,"245/1, HILL HOUSE GARDENS,DEHIWALA.",5,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.866431,6.851757
Guest Houses,SOBA LANKA HOLIDAY RESORT,"BALAWATTALA ROAD, MELSIRIPURA.",9,B,Kurunegala,Ibbagamuwa Pradeshiya Sabha,Ibbagamuwa Divisional Secretariat,80.505763,7.626349
Guest Houses,NEW WADDUWA BEACH RESORT,"NO 14, RATHNAYAKA PLACE, THALPITIYA SOUTH, WADDUWA",11,A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.922276,6.673997
Guest Houses,COLOMBO SWIMMING CLUB,"STORM LODGE, NO 148, GALLE ROAD, COLOMBO 03",17,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.847602,6.914766
Guest Houses,RIVERDALE VILLAS,"NO 46, GALLE ROAD, MORAGALLA, ALUTHGAMA",8,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.990433,6.445542
Guest Houses,NITHILA INN,"228/J, BANDARAGAMA ROAD, KESBEWA",6,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.940755,6.794258
Guest Houses,DIL REST,"RATNAPURA ROAD, GURUGODA, HORANA",6,A,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.099906,6.730412
Guest Houses,OCEAN VILLA,"NO. 14, JOHN KEELS HOUSING COMPLEX, PINWATTA, PANADURA",4,A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.930813,6.655353
Guest Houses,SYZYGY GARDEN,"NO. 475, KURUNDANKULAMA ANURADHAPURA",7,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.446212,8.346319
Guest Houses,KANRO HOLIDAY RESORT,"NO. 117, HANWELLA ROAD, TITTAPATHTHARA",7,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.084443,6.930542
Guest Houses,THE MOUNTAIN HEAVENS,"KITHAL ELLA, ELLA",9,A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046036,6.871162
Guest Houses,SOLIS TOURIST REST,"NO. 217, NUPE, MATARA",10,A,Matara,Matara,Matara Divisional Secretariat,80.536898,5.948347
